Type;Niv;Demi;Type-Niv-Demi
T+;0;0;T+00_0
T+;99;9;T+99_9
T+;99;8;T+99_8
T+;99;7;T+99_7
T+;99;6;T+99_6
T+;99;5;T+99_5
T+;99;4;T+99_4
T+;99;3;T+99_3
T+;99;2;T+99_2
T+;99;1;T+99_1
T+;99;0;T+99_0
T+;98;9;T+98_9
T+;98;8;T+98_8
T+;98;7;T+98_7
T+;98;6;T+98_6
T+;98;5;T+98_5
T+;98;4;T+98_4
T+;98;3;T+98_3
T+;98;2;T+98_2
T+;98;1;T+98_1
T+;98;0;T+98_0
T+;97;9;T+97_9
T+;97;8;T+97_8
T+;97;7;T+97_7
T+;97;6;T+97_6
T+;97;5;T+97_5
T+;97;4;T+97_4
T+;97;3;T+97_3
T+;97;2;T+97_2
T+;97;1;T+97_1
T+;97;0;T+97_0
T+;96;9;T+96_9
T+;96;8;T+96_8
T+;96;7;T+96_7
T+;96;6;T+96_6
T+;96;5;T+96_5
T+;96;4;T+96_4
T+;96;3;T+96_3
T+;96;2;T+96_2
T+;96;1;T+96_1
T+;96;0;T+96_0
T+;95;9;T+95_9
T+;95;8;T+95_8
T+;95;7;T+95_7
T+;95;6;T+95_6
T+;95;5;T+95_5
T+;95;4;T+95_4
T+;95;3;T+95_3
T+;95;2;T+95_2
T+;95;1;T+95_1
T+;95;0;T+95_0
T+;94;9;T+94_9
T+;94;8;T+94_8
T+;94;7;T+94_7
T+;94;6;T+94_6
T+;94;5;T+94_5
T+;94;4;T+94_4
T+;94;3;T+94_3
T+;94;2;T+94_2
T+;94;1;T+94_1
T+;94;0;T+94_0
T+;93;9;T+93_9
T+;93;8;T+93_8
T+;93;7;T+93_7
T+;93;6;T+93_6
T+;93;5;T+93_5
T+;93;4;T+93_4
T+;93;3;T+93_3
T+;93;2;T+93_2
T+;93;1;T+93_1
T+;93;0;T+93_0
T+;92;9;T+92_9
T+;92;8;T+92_8
T+;92;7;T+92_7
T+;92;6;T+92_6
T+;92;5;T+92_5
T+;92;4;T+92_4
T+;92;3;T+92_3
T+;92;2;T+92_2
T+;92;1;T+92_1
T+;92;0;T+92_0
T+;91;9;T+91_9
T+;91;8;T+91_8
T+;91;7;T+91_7
T+;91;6;T+91_6
T+;91;5;T+91_5
T+;91;4;T+91_4
T+;91;3;T+91_3
T+;91;2;T+91_2
T+;91;1;T+91_1
T+;91;0;T+91_0
T+;90;9;T+90_9
T+;90;8;T+90_8
T+;90;7;T+90_7
T+;90;6;T+90_6
T+;90;5;T+90_5
T+;90;4;T+90_4
T+;90;3;T+90_3
T+;90;2;T+90_2
T+;90;1;T+90_1
T+;90;0;T+90_0
T+;89;9;T+89_9
T+;89;8;T+89_8
T+;89;7;T+89_7
T+;89;6;T+89_6
T+;89;5;T+89_5
T+;89;4;T+89_4
T+;89;3;T+89_3
T+;89;2;T+89_2
T+;89;1;T+89_1
T+;89;0;T+89_0
T+;88;9;T+88_9
T+;88;8;T+88_8
T+;88;7;T+88_7
T+;88;6;T+88_6
T+;88;5;T+88_5
T+;88;4;T+88_4
T+;88;3;T+88_3
T+;88;2;T+88_2
T+;88;1;T+88_1
T+;88;0;T+88_0
T+;87;9;T+87_9
T+;87;8;T+87_8
T+;87;7;T+87_7
T+;87;6;T+87_6
T+;87;5;T+87_5
T+;87;4;T+87_4
T+;87;3;T+87_3
T+;87;2;T+87_2
T+;87;1;T+87_1
T+;87;0;T+87_0
T+;86;9;T+86_9
T+;86;8;T+86_8
T+;86;7;T+86_7
T+;86;6;T+86_6
T+;86;5;T+86_5
T+;86;4;T+86_4
T+;86;3;T+86_3
T+;86;2;T+86_2
T+;86;1;T+86_1
T+;86;0;T+86_0
T+;85;9;T+85_9
T+;85;8;T+85_8
T+;85;7;T+85_7
T+;85;6;T+85_6
T+;85;5;T+85_5
T+;85;4;T+85_4
T+;85;3;T+85_3
T+;85;2;T+85_2
T+;85;1;T+85_1
T+;85;0;T+85_0
T+;84;9;T+84_9
T+;84;8;T+84_8
T+;84;7;T+84_7
T+;84;6;T+84_6
T+;84;5;T+84_5
T+;84;4;T+84_4
T+;84;3;T+84_3
T+;84;2;T+84_2
T+;84;1;T+84_1
T+;84;0;T+84_0
T+;83;9;T+83_9
T+;83;8;T+83_8
T+;83;7;T+83_7
T+;83;6;T+83_6
T+;83;5;T+83_5
T+;83;4;T+83_4
T+;83;3;T+83_3
T+;83;2;T+83_2
T+;83;1;T+83_1
T+;83;0;T+83_0
T+;82;9;T+82_9
T+;82;8;T+82_8
T+;82;7;T+82_7
T+;82;6;T+82_6
T+;82;5;T+82_5
T+;82;4;T+82_4
T+;82;3;T+82_3
T+;82;2;T+82_2
T+;82;1;T+82_1
T+;82;0;T+82_0
T+;81;9;T+81_9
T+;81;8;T+81_8
T+;81;7;T+81_7
T+;81;6;T+81_6
T+;81;5;T+81_5
T+;81;4;T+81_4
T+;81;3;T+81_3
T+;81;2;T+81_2
T+;81;1;T+81_1
T+;81;0;T+81_0
T+;80;9;T+80_9
T+;80;8;T+80_8
T+;80;7;T+80_7
T+;80;6;T+80_6
T+;80;5;T+80_5
T+;80;4;T+80_4
T+;80;3;T+80_3
T+;80;2;T+80_2
T+;80;1;T+80_1
T+;80;0;T+80_0
T+;79;9;T+79_9
T+;79;8;T+79_8
T+;79;7;T+79_7
T+;79;6;T+79_6
T+;79;5;T+79_5
T+;79;4;T+79_4
T+;79;3;T+79_3
T+;79;2;T+79_2
T+;79;1;T+79_1
T+;79;0;T+79_0
T+;78;9;T+78_9
T+;78;8;T+78_8
T+;78;7;T+78_7
T+;78;6;T+78_6
T+;78;5;T+78_5
T+;78;4;T+78_4
T+;78;3;T+78_3
T+;78;2;T+78_2
T+;78;1;T+78_1
T+;78;0;T+78_0
T+;77;9;T+77_9
T+;77;8;T+77_8
T+;77;7;T+77_7
T+;77;6;T+77_6
T+;77;5;T+77_5
T+;77;4;T+77_4
T+;77;3;T+77_3
T+;77;2;T+77_2
T+;77;1;T+77_1
T+;77;0;T+77_0
T+;76;9;T+76_9
T+;76;8;T+76_8
T+;76;7;T+76_7
T+;76;6;T+76_6
T+;76;5;T+76_5
T+;76;4;T+76_4
T+;76;3;T+76_3
T+;76;2;T+76_2
T+;76;1;T+76_1
T+;76;0;T+76_0
T+;75;9;T+75_9
T+;75;8;T+75_8
T+;75;7;T+75_7
T+;75;6;T+75_6
T+;75;5;T+75_5
T+;75;4;T+75_4
T+;75;3;T+75_3
T+;75;2;T+75_2
T+;75;1;T+75_1
T+;75;0;T+75_0
T+;74;9;T+74_9
T+;74;8;T+74_8
T+;74;7;T+74_7
T+;74;6;T+74_6
T+;74;5;T+74_5
T+;74;4;T+74_4
T+;74;3;T+74_3
T+;74;2;T+74_2
T+;74;1;T+74_1
T+;74;0;T+74_0
T+;73;9;T+73_9
T+;73;8;T+73_8
T+;73;7;T+73_7
T+;73;6;T+73_6
T+;73;5;T+73_5
T+;73;4;T+73_4
T+;73;3;T+73_3
T+;73;2;T+73_2
T+;73;1;T+73_1
T+;73;0;T+73_0
T+;72;9;T+72_9
T+;72;8;T+72_8
T+;72;7;T+72_7
T+;72;6;T+72_6
T+;72;5;T+72_5
T+;72;4;T+72_4
T+;72;3;T+72_3
T+;72;2;T+72_2
T+;72;1;T+72_1
T+;72;0;T+72_0
T+;71;9;T+71_9
T+;71;8;T+71_8
T+;71;7;T+71_7
T+;71;6;T+71_6
T+;71;5;T+71_5
T+;71;4;T+71_4
T+;71;3;T+71_3
T+;71;2;T+71_2
T+;71;1;T+71_1
T+;71;0;T+71_0
T+;70;9;T+70_9
T+;70;8;T+70_8
T+;70;7;T+70_7
T+;70;6;T+70_6
T+;70;5;T+70_5
T+;70;4;T+70_4
T+;70;3;T+70_3
T+;70;2;T+70_2
T+;70;1;T+70_1
T+;70;0;T+70_0
T+;69;9;T+69_9
T+;69;8;T+69_8
T+;69;7;T+69_7
T+;69;6;T+69_6
T+;69;5;T+69_5
T+;69;4;T+69_4
T+;69;3;T+69_3
T+;69;2;T+69_2
T+;69;1;T+69_1
T+;69;0;T+69_0
T+;68;9;T+68_9
T+;68;8;T+68_8
T+;68;7;T+68_7
T+;68;6;T+68_6
T+;68;5;T+68_5
T+;68;4;T+68_4
T+;68;3;T+68_3
T+;68;2;T+68_2
T+;68;1;T+68_1
T+;68;0;T+68_0
T+;67;9;T+67_9
T+;67;8;T+67_8
T+;67;7;T+67_7
T+;67;6;T+67_6
T+;67;5;T+67_5
T+;67;4;T+67_4
T+;67;3;T+67_3
T+;67;2;T+67_2
T+;67;1;T+67_1
T+;67;0;T+67_0
T+;66;9;T+66_9
T+;66;8;T+66_8
T+;66;7;T+66_7
T+;66;6;T+66_6
T+;66;5;T+66_5
T+;66;4;T+66_4
T+;66;3;T+66_3
T+;66;2;T+66_2
T+;66;1;T+66_1
T+;66;0;T+66_0
T+;65;9;T+65_9
T+;65;8;T+65_8
T+;65;7;T+65_7
T+;65;6;T+65_6
T+;65;5;T+65_5
T+;65;4;T+65_4
T+;65;3;T+65_3
T+;65;2;T+65_2
T+;65;1;T+65_1
T+;65;0;T+65_0
T+;64;9;T+64_9
T+;64;8;T+64_8
T+;64;7;T+64_7
T+;64;6;T+64_6
T+;64;5;T+64_5
T+;64;4;T+64_4
T+;64;3;T+64_3
T+;64;2;T+64_2
T+;64;1;T+64_1
T+;64;0;T+64_0
T+;63;9;T+63_9
T+;63;8;T+63_8
T+;63;7;T+63_7
T+;63;6;T+63_6
T+;63;5;T+63_5
T+;63;4;T+63_4
T+;63;3;T+63_3
T+;63;2;T+63_2
T+;63;1;T+63_1
T+;63;0;T+63_0
T+;62;9;T+62_9
T+;62;8;T+62_8
T+;62;7;T+62_7
T+;62;6;T+62_6
T+;62;5;T+62_5
T+;62;4;T+62_4
T+;62;3;T+62_3
T+;62;2;T+62_2
T+;62;1;T+62_1
T+;62;0;T+62_0
T+;61;9;T+61_9
T+;61;8;T+61_8
T+;61;7;T+61_7
T+;61;6;T+61_6
T+;61;5;T+61_5
T+;61;4;T+61_4
T+;61;3;T+61_3
T+;61;2;T+61_2
T+;61;1;T+61_1
T+;61;0;T+61_0
T+;60;9;T+60_9
T+;60;8;T+60_8
T+;60;7;T+60_7
T+;60;6;T+60_6
T+;60;5;T+60_5
T+;60;4;T+60_4
T+;60;3;T+60_3
T+;60;2;T+60_2
T+;60;1;T+60_1
T+;60;0;T+60_0
T+;59;9;T+59_9
T+;59;8;T+59_8
T+;59;7;T+59_7
T+;59;6;T+59_6
T+;59;5;T+59_5
T+;59;4;T+59_4
T+;59;3;T+59_3
T+;59;2;T+59_2
T+;59;1;T+59_1
T+;59;0;T+59_0
T+;58;9;T+58_9
T+;58;8;T+58_8
T+;58;7;T+58_7
T+;58;6;T+58_6
T+;58;5;T+58_5
T+;58;4;T+58_4
T+;58;3;T+58_3
T+;58;2;T+58_2
T+;58;1;T+58_1
T+;58;0;T+58_0
T+;57;9;T+57_9
T+;57;8;T+57_8
T+;57;7;T+57_7
T+;57;6;T+57_6
T+;57;5;T+57_5
T+;57;4;T+57_4
T+;57;3;T+57_3
T+;57;2;T+57_2
T+;57;1;T+57_1
T+;57;0;T+57_0
T+;56;9;T+56_9
T+;56;8;T+56_8
T+;56;7;T+56_7
T+;56;6;T+56_6
T+;56;5;T+56_5
T+;56;4;T+56_4
T+;56;3;T+56_3
T+;56;2;T+56_2
T+;56;1;T+56_1
T+;56;0;T+56_0
T+;55;9;T+55_9
T+;55;8;T+55_8
T+;55;7;T+55_7
T+;55;6;T+55_6
T+;55;5;T+55_5
T+;55;4;T+55_4
T+;55;3;T+55_3
T+;55;2;T+55_2
T+;55;1;T+55_1
T+;55;0;T+55_0
T+;54;9;T+54_9
T+;54;8;T+54_8
T+;54;7;T+54_7
T+;54;6;T+54_6
T+;54;5;T+54_5
T+;54;4;T+54_4
T+;54;3;T+54_3
T+;54;2;T+54_2
T+;54;1;T+54_1
T+;54;0;T+54_0
T+;53;9;T+53_9
T+;53;8;T+53_8
T+;53;7;T+53_7
T+;53;6;T+53_6
T+;53;5;T+53_5
T+;53;4;T+53_4
T+;53;3;T+53_3
T+;53;2;T+53_2
T+;53;1;T+53_1
T+;53;0;T+53_0
T+;52;9;T+52_9
T+;52;8;T+52_8
T+;52;7;T+52_7
T+;52;6;T+52_6
T+;52;5;T+52_5
T+;52;4;T+52_4
T+;52;3;T+52_3
T+;52;2;T+52_2
T+;52;1;T+52_1
T+;52;0;T+52_0
T+;51;9;T+51_9
T+;51;8;T+51_8
T+;51;7;T+51_7
T+;51;6;T+51_6
T+;51;5;T+51_5
T+;51;4;T+51_4
T+;51;3;T+51_3
T+;51;2;T+51_2
T+;51;1;T+51_1
T+;51;0;T+51_0
T+;50;9;T+50_9
T+;50;8;T+50_8
T+;50;7;T+50_7
T+;50;6;T+50_6
T+;50;5;T+50_5
T+;50;4;T+50_4
T+;50;3;T+50_3
T+;50;2;T+50_2
T+;50;1;T+50_1
T+;50;0;T+50_0
T+;49;9;T+49_9
T+;49;8;T+49_8
T+;49;7;T+49_7
T+;49;6;T+49_6
T+;49;5;T+49_5
T+;49;4;T+49_4
T+;49;3;T+49_3
T+;49;2;T+49_2
T+;49;1;T+49_1
T+;49;0;T+49_0
T+;48;9;T+48_9
T+;48;8;T+48_8
T+;48;7;T+48_7
T+;48;6;T+48_6
T+;48;5;T+48_5
T+;48;4;T+48_4
T+;48;3;T+48_3
T+;48;2;T+48_2
T+;48;1;T+48_1
T+;48;0;T+48_0
T+;47;9;T+47_9
T+;47;8;T+47_8
T+;47;7;T+47_7
T+;47;6;T+47_6
T+;47;5;T+47_5
T+;47;4;T+47_4
T+;47;3;T+47_3
T+;47;2;T+47_2
T+;47;1;T+47_1
T+;47;0;T+47_0
T+;46;9;T+46_9
T+;46;8;T+46_8
T+;46;7;T+46_7
T+;46;6;T+46_6
T+;46;5;T+46_5
T+;46;4;T+46_4
T+;46;3;T+46_3
T+;46;2;T+46_2
T+;46;1;T+46_1
T+;46;0;T+46_0
T+;45;9;T+45_9
T+;45;8;T+45_8
T+;45;7;T+45_7
T+;45;6;T+45_6
T+;45;5;T+45_5
T+;45;4;T+45_4
T+;45;3;T+45_3
T+;45;2;T+45_2
T+;45;1;T+45_1
T+;45;0;T+45_0
T+;44;9;T+44_9
T+;44;8;T+44_8
T+;44;7;T+44_7
T+;44;6;T+44_6
T+;44;5;T+44_5
T+;44;4;T+44_4
T+;44;3;T+44_3
T+;44;2;T+44_2
T+;44;1;T+44_1
T+;44;0;T+44_0
T+;43;9;T+43_9
T+;43;8;T+43_8
T+;43;7;T+43_7
T+;43;6;T+43_6
T+;43;5;T+43_5
T+;43;4;T+43_4
T+;43;3;T+43_3
T+;43;2;T+43_2
T+;43;1;T+43_1
T+;43;0;T+43_0
T+;42;9;T+42_9
T+;42;8;T+42_8
T+;42;7;T+42_7
T+;42;6;T+42_6
T+;42;5;T+42_5
T+;42;4;T+42_4
T+;42;3;T+42_3
T+;42;2;T+42_2
T+;42;1;T+42_1
T+;42;0;T+42_0
T+;41;9;T+41_9
T+;41;8;T+41_8
T+;41;7;T+41_7
T+;41;6;T+41_6
T+;41;5;T+41_5
T+;41;4;T+41_4
T+;41;3;T+41_3
T+;41;2;T+41_2
T+;41;1;T+41_1
T+;41;0;T+41_0
T+;40;9;T+40_9
T+;40;8;T+40_8
T+;40;7;T+40_7
T+;40;6;T+40_6
T+;40;5;T+40_5
T+;40;4;T+40_4
T+;40;3;T+40_3
T+;40;2;T+40_2
T+;40;1;T+40_1
T+;40;0;T+40_0
T+;39;9;T+39_9
T+;39;8;T+39_8
T+;39;7;T+39_7
T+;39;6;T+39_6
T+;39;5;T+39_5
T+;39;4;T+39_4
T+;39;3;T+39_3
T+;39;2;T+39_2
T+;39;1;T+39_1
T+;39;0;T+39_0
T+;38;9;T+38_9
T+;38;8;T+38_8
T+;38;7;T+38_7
T+;38;6;T+38_6
T+;38;5;T+38_5
T+;38;4;T+38_4
T+;38;3;T+38_3
T+;38;2;T+38_2
T+;38;1;T+38_1
T+;38;0;T+38_0
T+;37;9;T+37_9
T+;37;8;T+37_8
T+;37;7;T+37_7
T+;37;6;T+37_6
T+;37;5;T+37_5
T+;37;4;T+37_4
T+;37;3;T+37_3
T+;37;2;T+37_2
T+;37;1;T+37_1
T+;37;0;T+37_0
T+;36;9;T+36_9
T+;36;8;T+36_8
T+;36;7;T+36_7
T+;36;6;T+36_6
T+;36;5;T+36_5
T+;36;4;T+36_4
T+;36;3;T+36_3
T+;36;2;T+36_2
T+;36;1;T+36_1
T+;36;0;T+36_0
T+;35;9;T+35_9
T+;35;8;T+35_8
T+;35;7;T+35_7
T+;35;6;T+35_6
T+;35;5;T+35_5
T+;35;4;T+35_4
T+;35;3;T+35_3
T+;35;2;T+35_2
T+;35;1;T+35_1
T+;35;0;T+35_0
T+;34;9;T+34_9
T+;34;8;T+34_8
T+;34;7;T+34_7
T+;34;6;T+34_6
T+;34;5;T+34_5
T+;34;4;T+34_4
T+;34;3;T+34_3
T+;34;2;T+34_2
T+;34;1;T+34_1
T+;34;0;T+34_0
T+;33;9;T+33_9
T+;33;8;T+33_8
T+;33;7;T+33_7
T+;33;6;T+33_6
T+;33;5;T+33_5
T+;33;4;T+33_4
T+;33;3;T+33_3
T+;33;2;T+33_2
T+;33;1;T+33_1
T+;33;0;T+33_0
T+;32;9;T+32_9
T+;32;8;T+32_8
T+;32;7;T+32_7
T+;32;6;T+32_6
T+;32;5;T+32_5
T+;32;4;T+32_4
T+;32;3;T+32_3
T+;32;2;T+32_2
T+;32;1;T+32_1
T+;32;0;T+32_0
T+;31;9;T+31_9
T+;31;8;T+31_8
T+;31;7;T+31_7
T+;31;6;T+31_6
T+;31;5;T+31_5
T+;31;4;T+31_4
T+;31;3;T+31_3
T+;31;2;T+31_2
T+;31;1;T+31_1
T+;31;0;T+31_0
T+;30;9;T+30_9
T+;30;8;T+30_8
T+;30;7;T+30_7
T+;30;6;T+30_6
T+;30;5;T+30_5
T+;30;4;T+30_4
T+;30;3;T+30_3
T+;30;2;T+30_2
T+;30;1;T+30_1
T+;30;0;T+30_0
T+;29;9;T+29_9
T+;29;8;T+29_8
T+;29;7;T+29_7
T+;29;6;T+29_6
T+;29;5;T+29_5
T+;29;4;T+29_4
T+;29;3;T+29_3
T+;29;2;T+29_2
T+;29;1;T+29_1
T+;29;0;T+29_0
T+;28;9;T+28_9
T+;28;8;T+28_8
T+;28;7;T+28_7
T+;28;6;T+28_6
T+;28;5;T+28_5
T+;28;4;T+28_4
T+;28;3;T+28_3
T+;28;2;T+28_2
T+;28;1;T+28_1
T+;28;0;T+28_0
T+;27;9;T+27_9
T+;27;8;T+27_8
T+;27;7;T+27_7
T+;27;6;T+27_6
T+;27;5;T+27_5
T+;27;4;T+27_4
T+;27;3;T+27_3
T+;27;2;T+27_2
T+;27;1;T+27_1
T+;27;0;T+27_0
T+;26;9;T+26_9
T+;26;8;T+26_8
T+;26;7;T+26_7
T+;26;6;T+26_6
T+;26;5;T+26_5
T+;26;4;T+26_4
T+;26;3;T+26_3
T+;26;2;T+26_2
T+;26;1;T+26_1
T+;26;0;T+26_0
T+;25;9;T+25_9
T+;25;8;T+25_8
T+;25;7;T+25_7
T+;25;6;T+25_6
T+;25;5;T+25_5
T+;25;4;T+25_4
T+;25;3;T+25_3
T+;25;2;T+25_2
T+;25;1;T+25_1
T+;25;0;T+25_0
T+;24;9;T+24_9
T+;24;8;T+24_8
T+;24;7;T+24_7
T+;24;6;T+24_6
T+;24;5;T+24_5
T+;24;4;T+24_4
T+;24;3;T+24_3
T+;24;2;T+24_2
T+;24;1;T+24_1
T+;24;0;T+24_0
T+;23;9;T+23_9
T+;23;8;T+23_8
T+;23;7;T+23_7
T+;23;6;T+23_6
T+;23;5;T+23_5
T+;23;4;T+23_4
T+;23;3;T+23_3
T+;23;2;T+23_2
T+;23;1;T+23_1
T+;23;0;T+23_0
T+;22;9;T+22_9
T+;22;8;T+22_8
T+;22;7;T+22_7
T+;22;6;T+22_6
T+;22;5;T+22_5
T+;22;4;T+22_4
T+;22;3;T+22_3
T+;22;2;T+22_2
T+;22;1;T+22_1
T+;22;0;T+22_0
T+;21;9;T+21_9
T+;21;8;T+21_8
T+;21;7;T+21_7
T+;21;6;T+21_6
T+;21;5;T+21_5
T+;21;4;T+21_4
T+;21;3;T+21_3
T+;21;2;T+21_2
T+;21;1;T+21_1
T+;21;0;T+21_0
T+;20;9;T+20_9
T+;20;8;T+20_8
T+;20;7;T+20_7
T+;20;6;T+20_6
T+;20;5;T+20_5
T+;20;4;T+20_4
T+;20;3;T+20_3
T+;20;2;T+20_2
T+;20;1;T+20_1
T+;20;0;T+20_0
T+;19;9;T+19_9
T+;19;8;T+19_8
T+;19;7;T+19_7
T+;19;6;T+19_6
T+;19;5;T+19_5
T+;19;4;T+19_4
T+;19;3;T+19_3
T+;19;2;T+19_2
T+;19;1;T+19_1
T+;19;0;T+19_0
T+;18;9;T+18_9
T+;18;8;T+18_8
T+;18;7;T+18_7
T+;18;6;T+18_6
T+;18;5;T+18_5
T+;18;4;T+18_4
T+;18;3;T+18_3
T+;18;2;T+18_2
T+;18;1;T+18_1
T+;18;0;T+18_0
T+;17;9;T+17_9
T+;17;8;T+17_8
T+;17;7;T+17_7
T+;17;6;T+17_6
T+;17;5;T+17_5
T+;17;4;T+17_4
T+;17;3;T+17_3
T+;17;2;T+17_2
T+;17;1;T+17_1
T+;17;0;T+17_0
T+;16;9;T+16_9
T+;16;8;T+16_8
T+;16;7;T+16_7
T+;16;6;T+16_6
T+;16;5;T+16_5
T+;16;4;T+16_4
T+;16;3;T+16_3
T+;16;2;T+16_2
T+;16;1;T+16_1
T+;16;0;T+16_0
T+;15;9;T+15_9
T+;15;8;T+15_8
T+;15;7;T+15_7
T+;15;6;T+15_6
T+;15;5;T+15_5
T+;15;4;T+15_4
T+;15;3;T+15_3
T+;15;2;T+15_2
T+;15;1;T+15_1
T+;15;0;T+15_0
T+;14;9;T+14_9
T+;14;8;T+14_8
T+;14;7;T+14_7
T+;14;6;T+14_6
T+;14;5;T+14_5
T+;14;4;T+14_4
T+;14;3;T+14_3
T+;14;2;T+14_2
T+;14;1;T+14_1
T+;14;0;T+14_0
T+;13;9;T+13_9
T+;13;8;T+13_8
T+;13;7;T+13_7
T+;13;6;T+13_6
T+;13;5;T+13_5
T+;13;4;T+13_4
T+;13;3;T+13_3
T+;13;2;T+13_2
T+;13;1;T+13_1
T+;13;0;T+13_0
T+;12;9;T+12_9
T+;12;8;T+12_8
T+;12;7;T+12_7
T+;12;6;T+12_6
T+;12;5;T+12_5
T+;12;4;T+12_4
T+;12;3;T+12_3
T+;12;2;T+12_2
T+;12;1;T+12_1
T+;12;0;T+12_0
T+;11;9;T+11_9
T+;11;8;T+11_8
T+;11;7;T+11_7
T+;11;6;T+11_6
T+;11;5;T+11_5
T+;11;4;T+11_4
T+;11;3;T+11_3
T+;11;2;T+11_2
T+;11;1;T+11_1
T+;11;0;T+11_0
T+;10;9;T+10_9
T+;10;8;T+10_8
T+;10;7;T+10_7
T+;10;6;T+10_6
T+;10;5;T+10_5
T+;10;4;T+10_4
T+;10;3;T+10_3
T+;10;2;T+10_2
T+;10;1;T+10_1
T+;10;0;T+10_0
T+;9;9;T+09_9
T+;9;8;T+09_8
T+;9;7;T+09_7
T+;9;6;T+09_6
T+;9;5;T+09_5
T+;9;4;T+09_4
T+;9;3;T+09_3
T+;9;2;T+09_2
T+;9;1;T+09_1
T+;9;0;T+09_0
T+;8;9;T+08_9
T+;8;8;T+08_8
T+;8;7;T+08_7
T+;8;6;T+08_6
T+;8;5;T+08_5
T+;8;4;T+08_4
T+;8;3;T+08_3
T+;8;2;T+08_2
T+;8;1;T+08_1
T+;8;0;T+08_0
T+;7;9;T+07_9
T+;7;8;T+07_8
T+;7;7;T+07_7
T+;7;6;T+07_6
T+;7;5;T+07_5
T+;7;4;T+07_4
T+;7;3;T+07_3
T+;7;2;T+07_2
T+;7;1;T+07_1
T+;7;0;T+07_0
T+;6;9;T+06_9
T+;6;8;T+06_8
T+;6;7;T+06_7
T+;6;6;T+06_6
T+;6;5;T+06_5
T+;6;4;T+06_4
T+;6;3;T+06_3
T+;6;2;T+06_2
T+;6;1;T+06_1
T+;6;0;T+06_0
T+;5;9;T+05_9
T+;5;8;T+05_8
T+;5;7;T+05_7
T+;5;6;T+05_6
T+;5;5;T+05_5
T+;5;4;T+05_4
T+;5;3;T+05_3
T+;5;2;T+05_2
T+;5;1;T+05_1
T+;5;0;T+05_0
T+;4;9;T+04_9
T+;4;8;T+04_8
T+;4;7;T+04_7
T+;4;6;T+04_6
T+;4;5;T+04_5
T+;4;4;T+04_4
T+;4;3;T+04_3
T+;4;2;T+04_2
T+;4;1;T+04_1
T+;4;0;T+04_0
T+;3;9;T+03_9
T+;3;8;T+03_8
T+;3;7;T+03_7
T+;3;6;T+03_6
T+;3;5;T+03_5
T+;3;4;T+03_4
T+;3;3;T+03_3
T+;3;2;T+03_2
T+;3;1;T+03_1
T+;3;0;T+03_0
T+;2;9;T+02_9
T+;2;8;T+02_8
T+;2;7;T+02_7
T+;2;6;T+02_6
T+;2;5;T+02_5
T+;2;4;T+02_4
T+;2;3;T+02_3
T+;2;2;T+02_2
T+;2;1;T+02_1
T+;2;0;T+02_0
T+;1;9;T+01_9
T+;1;8;T+01_8
T+;1;7;T+01_7
T+;1;6;T+01_6
T+;1;5;T+01_5
T+;1;4;T+01_4
T+;1;3;T+01_3
T+;1;2;T+01_2
T+;1;1;T+01_1
T+;1;0;T+01_0
R+;99;9;R+99_9
R+;99;8;R+99_8
R+;99;7;R+99_7
R+;99;6;R+99_6
R+;99;5;R+99_5
R+;99;4;R+99_4
R+;99;3;R+99_3
R+;99;2;R+99_2
R+;99;1;R+99_1
R+;99;0;R+99_0
R+;98;9;R+98_9
R+;98;8;R+98_8
R+;98;7;R+98_7
R+;98;6;R+98_6
R+;98;5;R+98_5
R+;98;4;R+98_4
R+;98;3;R+98_3
R+;98;2;R+98_2
R+;98;1;R+98_1
R+;98;0;R+98_0
R+;97;9;R+97_9
R+;97;8;R+97_8
R+;97;7;R+97_7
R+;97;6;R+97_6
R+;97;5;R+97_5
R+;97;4;R+97_4
R+;97;3;R+97_3
R+;97;2;R+97_2
R+;97;1;R+97_1
R+;97;0;R+97_0
R+;96;9;R+96_9
R+;96;8;R+96_8
R+;96;7;R+96_7
R+;96;6;R+96_6
R+;96;5;R+96_5
R+;96;4;R+96_4
R+;96;3;R+96_3
R+;96;2;R+96_2
R+;96;1;R+96_1
R+;96;0;R+96_0
R+;95;9;R+95_9
R+;95;8;R+95_8
R+;95;7;R+95_7
R+;95;6;R+95_6
R+;95;5;R+95_5
R+;95;4;R+95_4
R+;95;3;R+95_3
R+;95;2;R+95_2
R+;95;1;R+95_1
R+;95;0;R+95_0
R+;94;9;R+94_9
R+;94;8;R+94_8
R+;94;7;R+94_7
R+;94;6;R+94_6
R+;94;5;R+94_5
R+;94;4;R+94_4
R+;94;3;R+94_3
R+;94;2;R+94_2
R+;94;1;R+94_1
R+;94;0;R+94_0
R+;93;9;R+93_9
R+;93;8;R+93_8
R+;93;7;R+93_7
R+;93;6;R+93_6
R+;93;5;R+93_5
R+;93;4;R+93_4
R+;93;3;R+93_3
R+;93;2;R+93_2
R+;93;1;R+93_1
R+;93;0;R+93_0
R+;92;9;R+92_9
R+;92;8;R+92_8
R+;92;7;R+92_7
R+;92;6;R+92_6
R+;92;5;R+92_5
R+;92;4;R+92_4
R+;92;3;R+92_3
R+;92;2;R+92_2
R+;92;1;R+92_1
R+;92;0;R+92_0
R+;91;9;R+91_9
R+;91;8;R+91_8
R+;91;7;R+91_7
R+;91;6;R+91_6
